airlines;date_post;text;sentiment
american-airlines;2018-01-20;" |  Philadelphia to San Jose return via Charlotte on a mileage redemption. There were weather delays on both outbound and inbound dates, and AA made changes to my flights on both travel dates to ensure that I reached my destinations on time - outbound they put me on an earlier flight to CLT from PHL to ensure I made my connection in CLT to SJO, and on the return trip, completely re-routed me through MIA so I could arrive in PHL at almost the same time as my originally scheduled itinerary, all done with a smile and no additional charges. Need to give credit where credit is due - well done AA! That being said, the ex-US Airways A320s with absolutely no in-flight entertainment are really starting to grind my gears - they need to be put out of their misery. Flight crews on all segments were friendly and professional, but I did not appreciate having to pay for checked baggage and alcoholic drinks on international segments.";POSITIVE
american-airlines;2018-01-18;" | I am writing this letter in utter disgust and frustration. I was travelling on A2657 from Orlando to Miami on 14/1/18 with what was to be a connecting flight to Antigua on A2405. Much to my surprise, we landed at MIA 5 minutes early, only to be held on the tarmac for an hour, all because there was an aircraft still at the gate, so much for being early. So AA had a plane for an hour, on the tarmac just waiting with passengers who had connecting flights. To make matters worst being the concerned passenger I asked the head flight attendant a question, to which she had the audacity to rudely state that I should have flew in the night before. The nerve of her. After finally being able to deplane & having to scramble to G21, much to my demise the flight had already closed off, and instead of aiding assistance to an already frustrated me, the female agent rudely said we are not getting on. Seems like some of these females employed by AA need training. The male agent made it his priority to calm an already angered me. Good Job to him. He advised me that the airline would accept fault. You would think that my anger would have ended there. After being told that I would be placed in a hotel at the expense of the airline, I was given a $12 food voucher. Really American. I had to pay an additional $15 for proper food. Another Issue was the shuttle that was to take me to the hotel had me waiting 2 hours, by this time I had given up. Fast forward to Monday 15th shall we, I got to the airport thinking it would be a better day but no, here I was thinking that my first class seat 4C would still be available so I could at least have one thing to smile about. I was told that I would be occupying 12A. I am awaiting a reward for that First class ticket that I purchased. ";NEGATIVE
american-airlines;2018-01-16; | I am a FF with American Airlines and have been satisfied with the overall performance of the airline during this time of inclement weather. We arrived in CLT on the evening of Jan 7th and found our flight to PHL was delayed. The delay became longer as the planes for the 20.00 and 22.15 from CLT to PHL were both delayed or grounded elsewhere. This was an issue for all flights with some customers being delayed more than two flights. AA solved the problem by using a larger plane that held the passengers from both flights to PHL. We arrived later than we wanted but our bags arrived with us. AA did a god job in tough conditions.;POSITIVE
american-airlines;2018-01-16; | Flew American Airlines from Charlotte to Los Angeles. We have sat at the departing gate for over an hour without any explanation. The captain just announced by first saying we must not have heard his last announcement (which he didn’t make). He said the “paperwork is almost done”. The flight attendant told me there was a maintenance issue. Why would the captain not have made an announcement earlier and then just sat hr paperwork was now ready? That is poor leadership and customer service.;NEGATIVE
american-airlines;2018-01-15;" |  Miami to Tampa. My husband and I were extremely disappointed flying on American Airlines with two small children. We had a stroller, a few carry on hand bags, a seat for my toddler for the plane, and two kids that were asleep and during the four trips (we all had four round trip connecting flights from Tampa to Dominican Republic),we were the last to get on and the last to get off. It was by far the most stressful plane ride for us because we had to carry both kids, all the bags, the install the chair into the seat with everyone on the flight looking at us. There were several flight attendants looking at us with faces that screamed, hurry up and get to your seats because we have to fly. In fact, one flight attendant was more focused on gathering her suitcases to get off the plane then: “hey, let me help you guys?!” From this experience if you’re not going to board parents with small children first or help them get settled and off the plane safely, then I’m never going to fly with my family on this plane because it wasn’t kid-friendly. I honestly felt like I was inconveniencing everyone - never again!";NEGATIVE
american-airlines;2018-01-15;" |  I had an international flight scheduled from Auckland to Los Angeles on American. As we approached our gate we were informed our flight was cancelled because the crew was sick. We were then made to stand in lines for 4 hours to get our luggage back from off the plane. We were sent away from the airport to a hotel, still with no information on a rescheduled flight. We were then contacted for the next two days with constantly changing information about our rebooking. American Airlines also miscommunicated to the hotel the value of our food vouchers. we were told a particular value in the airport, and the hotel was only told half the amount. two days after our scheduled departure, we were rebooked, loaded back in a bus to the airport, and upon parking and unloading, informed that our flight had been cancelled again. we were sent back to the hotel. Finally, three days later we were put into a flight with a different airline and were able to get back to the US. I missed two days of work and had to buy a completely new ticket for a connecting flight in the US because of the delay, and they offered a measly voucher worth less than half the cost of the original flight. I wrote a complaint email, detailed with pictures and information, and American Airlines headquarters refused to budge. I'm extremely displeased. I also flew American Airlines in September and my plane had to make an emergency landing due to engine failure. We had to pack into a van and be driven the remaining 2-3 hours to our destination, and they offer of compensation was subpar, to say the least. Don't fly American. Fly a reliable airline.";NEGATIVE
american-airlines;2018-01-14;" | Flew American Airlines from Reno to Dallas Fort Worth. Horrible, inconsiderate experience. First flight of the day and they had us wait 39 mins to de-ice plane which made us late to our connection. 16 of us ran and got to the gate only for them to close and lock the door and deny us on. Sold all of our seats to standby passengers. Travel often and my first disgusted review.";NEGATIVE
american-airlines;2018-01-14;" | Customer service is terrible! No one is accommodating. I was booked to go from Baltimore to Philadelphia then Philadelphia to Charlotte then Charlotte to Ft Walton Beach at Gate C2 at BWI. Literally across from me at C3 was a flight to Charlotte leaving slightly before me. I arrived and had plenty of time to possibly fly standby but was told I could not. 1 rep on the phone said I had to have a “same route change” despite the fact it was literally going to my one hub destination-Charlotte and there was a winter travel advisory for yesterday in Philadelphia. The personnel at gate told me I couldn’t because I would have had to change it downstairs. I’m getting mixed messages. AA could have had an extra seat in Philadelphia if it needed it, especially with the travel advisory yesterday I can imagine there were a lot of delays and cancellations. I asked where the change of ticket policy was easily accessible to he customer and was told “you have to search for it in the search box”. It’s not clearly expressed when you buy your ticket. This is my first and last time flying American Airlines. I would rather pay more for a ticket than deal with their poor routes and terrible service.";NEGATIVE
american-airlines;2018-01-14; | Charlotte to Birmingham. The absolute worst flight experience I've encountered. There were numerous delays in flight times and currently one gate change at this time but that's subject to change. My plans with family are no more and have missed a family event very important to me thanks to American Airlines.;NEGATIVE
american-airlines;2018-01-12;" | Flew San Diego to New York JFK. I will never fly with AA again! I flew American Airlines twice in the last two years. My checked in bags were lost both times. I made international calls and was told by American Airlines that they could not locate my bags, they did not offer any other assistance as well, which was the most frustrating part as a passenger. AA has been reckless and irresponsible. ";NEGATIVE
american-airlines;2018-01-12;" |  Domestic flight from Phoenix to Miami. Check-in a bit chaotic and don't think the machine took our payment for hold luggage, but produced the luggage labels. PHX a murky airport. Boarding efficient for a full flight and we left on time. Seats as you expect on a A320 - comfortable and good leg room for a 3 hour flight. FAs friendly and served what they had with a smile which is nice. We purchased some drinks and enjoyed the flight. To be fair, good value for money, efficient (second time I've used that word) and on time. We and our luggage well taken care of - what more do you want?";POSITIVE
american-airlines;2018-01-12;" | Flew from Seattle to Boston via Philadelphia. Navigating American’s area in Seattle was easy enough. We checked in at the self-serve kiosks. Boarded on time and got into the air in good time. The first leg was aboard their newly-configured Airbus A321. I was in seat 26F. The seat was pretty old on the 5-hour flight. Width felt very tight, and the legroom was made difficult by a low-hanging seat and my underseat storage occupied. Also, the streaming IFE did not work for the entire flight. Things quickly got very boring. Cabin service was on par, however the flight attendants did seem very unenthusiastic. Connection in Philadelphia was pretty simple, however we had a long walk between gates that would have been difficult with a short connection time. The flying time up to Boston was very quick. I was occupying seat 20F on the Airbus A320, and it was significantly more comfortable. The seat width was the same, but I was able to get my bag further under the seat, which allowed for greater legroom. Cabin service was better on this leg, however it was a short flight. IFE streaming was again not working properly, but it was a short hop so I didn’t mind. Overall, my experience on American got me back across the country, but the “cattle class” narrative certainly being applied. Thankfully, it wasn’t too expensive, but I expected a little more from a legacy carrier. Every LCC experience I’ve had recently has been better. But it’ll definitely get you where you need to go.";NEGATIVE
american-airlines;2018-01-10;" | I’ve never wrote an review for anything in my life. But from my last experience from American Airlines, I made it my obligation to review this poor flight. I had a flight from Norfolk to San Diego via Dallas. I arrive at my flight on time just for them to delay my flight for an hour. Finally take off and when I arrive at Dallas my flight was just now taking off. I was extremely annoyed. Had to wait in a line for up to an hour and a half since there was an absurd amount of people that missed their flight as well. Was told that my next guaranteed flight will be that next following day, but I have the option to wait for the last available flights of that night, I will just be on stand by. Waited for 3 long hours to see if me and my girlfriend can squeeze in but we got denied. I was told I was number 14 on the list but another administrator told me I was number 12 on the stand by list. Very unorganized. The only positive thing that came from this was that they gave us an hotel voucher for the night. However, I was told that my bags had already took off without me and I will have to go get them at the baggage claim when I arrive at SD. Not only that, but when I was in a line for my hotel voucher, you can even hear the customer assistance saying “I’m leaving in 2 minutes, Im going home.” Mind you there are groups of people waiting to find a place to stay that have been traveling all day long. What type of service is that? Glad to know that American Airlines care about their passengers. That next following morning I wait by the gate to board my flight that was around 06:20. Came to find out that they switched the flight to another gate number when I went to the help desk to see if I was at the right location. Thank god I asked or I would of missed out on another flight. Nobody even notified us that the gate number even had changed. What type of service is that? I will never in my life fly this company again. The apocalypse can occur and they can have the last flight to safety and I still wouldn’t take it. This company doesn’t care about anything but their wallets.";NEGATIVE
american-airlines;2018-01-09;" | American Airlines is bar none the worst airline to fly. My wife and I were flying from Nashville to Newport News. We had a layover in Charlotte. The flight was delayed on the track so we made it to Charlotte and ran to the next gate, they were still boarding with over a third still in line. When we got to the ticket counter the (rude) woman told us they had given our seats away. My 5 month pregnant wife and I sprinted to make this flight so we could make it to our party in time. This woman could not have cared less. They gave our seats away and we were there. The customer service rep informed us that a refund would not be given because they put us on a different flight. That is completely besides the point and with any honor American would have done the right thing and given us a refund since they were the sole reason we missed our party. They were the rudest people to deal with and I will never deal with them again. There is no doubt that the rating they have is well deserved as being lowly incompetent people. Fly Delta/Southwest/whatever else you can but stay away from American. ";NEGATIVE
american-airlines;2018-01-09; | The flight from New York to Charlotte was delayed more than 2 and a half hours. I also had my pet with me. Due to the flight being delayed so much I missed my connecting flights. Then I talked to the lady of American Airlines who was extremely rude and gave me the next flight at 7.25 pm which is ridiculous. I was supposed to be at my final destination which was Peoria (PIA Airport) at 12.00 pm but I sat at Charlotte airport for around 10 hours with a pet. This was a very ridiculous service. I'm very unsatisfied with their poor service.;NEGATIVE
american-airlines;2018-01-09;" |  Glasgow to Providenciales via Miami. The worst Airline we have ever flown. Completely ruined a £19,000 holiday. American Airlines lost our luggage containing baby milk. Long story short baby became ill from having to use different milk. We had to leave Turks and Caicos after 4 days losing 6 days at £1,100 a night. Contacted a woman on American Airlines who changed our flights to go home via New York so the baby could get better and we arrived at Providenciales to find that our flights had been changed to economy from business class and also that we would have to pay baggage fees. Now in New York trying to get home and we are being charged again for flight to Glasgow! I am utterly disgusted with this airline.  Avoid this airline at all costs.";NEGATIVE
american-airlines;2018-01-09;" | Mexico City to Miami return. AA1031 and AA2416. Both flights on 319, although going out was a better seat (row 12 both ways), return had no legroom whatsoever. To the flights, not charged for bags which was good, no beverage service apart from soft drinks and coffee/tea. Flight was early into Miami but waited 45 mins to get to gate, probably not Americans fault. So late. Return on time but seat room bad, I measured 27 inches, almost impossible for a 6 foot person to sit. Broken bag on return, sorting out now.";NEGATIVE
american-airlines;2018-01-09;"Flew American Airlines from St Louis to Chicago. Aside from a rather temperamental APU the flight was wonderful. The seats were perfectly adequate for this short journey. The cabin staff were friendly and responsive to passenger needs and requirements. Drinks were served shortly after takeoff along with snacks, nothing else could be expected for a flight of one hour. Wi-Fi was available but I didn't use it.";POSITIVE
american-airlines;2018-01-08;" | Santo Domingo to New York. January 1st, 2018. We’ve been stuck at the airport in Santo Domingo since 1:30 only to find out our flight is pushed to 10 am next day. American Airline knew way before 1:30pm that they did not have enough crew to fly but didn’t bother telling customers until 7pm. They knew that crew that was flying in will not fly back because they had to take mandatory break. Do they have any regard for their customers?‬ Nothing stopping them from charging $1,200 for economy tickets and $25 for the first checked bag on a top of that. But they feel that it's perfectly fine not to inform their passengers about the flight that won't be flying any time soon. Were they too afraid to lose some money from that ridiculas fare? This is a complete ignorance or incompetence. The way they put it ""a mistake the company made"". A mistake they said they’ve fixed already. There was a news article by major news outlet 2-3 weeks ago that American Airline granted too much PTO time to their pilots and crews for the holiday season and major service outages are expected. AA responded that issue is resolved and no delays or cancellations are expected. I guess it was just a PR spin.";NEGATIVE
american-airlines;2018-01-08;" | Cleveland to Punta Cana via Charlotte. We travelled as a family of 8 for Christmas to Punta Cana. Thanks to AA we missed a whole day in Punta Cana because we missed our flight to Charlotte. We missed the flight because we were waiting for staff to bring a wheelchair for my grandmother who cannot walk through an airport. When we got to the gate, staff said the plane was gone and we were 2 min late. Staff even acknowledged that the time stamp on our luggage was an hour before boarding time. We waited an hour for a wheelchair. We told them we could push the chair but they did not allow it. There was only one lady working the wheelchair area. Of course it being the holidays they could not get us to our destination that day. We flew to Charlotte that day but had to stay the night. They gave us 1 room for my grandmother since she needed the wheelchair, but we had to pay for additional rooms. I guess AA thought we could have left an old lady and got on a flight without her. We are a family! We come together and leave together! The luggage was a whole other situation. We had the AA agent check all of our luggage tickets. She ensured us that once we missed the flight our luggage did not go either. Well, my luggage was in Punta Cana without me. Once we made it to Punta Cana only 1 family member's luggage came on the belt! Total disaster and staff had no idea where it was. Everyone elses luggage eventually came and all was good. I am very disappointed in AA, we even tried to get refunds and just cancel the trip. They would not give refunds because they said it was our fault that we missed the original flight. We had travel insurance. This is the short version of what happened. The misinformation from AA agents in Cleveland, Charlotte, and Punta Cana is another story. Never again. Oh no wifi on the plane, but the flight attendants were nice. On the way home, I did have to listen to the flight attendants entire personal conversations because I was sitting in the very last row. That was annoying because I wanted to sleep.";NEGATIVE
american-airlines;2018-01-07;" | Flew American Airlines from Los Angeles to Amsterdam via Philadelphia. Staff at the airport were really friendly and helpful but as soon we got on the first flight the staff were rude. We could here them swearing and shouting to each other at the back of the plane. We had a long flight (6hrs) to Philadelphia and were only offered one drink and a cookie because no one had checked the catering before take off so there was no food on board. There was also no entertainment on board. Before taking our second flight we asked and checked if there was entertainment so we could prepare ourselves and buy magazine/books etc. The lady told us that each seat had a tablet style screen. When got on board there were only small central screens in the aisles and the headphone jacks gave so much feedback it was unbearable to listen to. We unfortunately had bad snow and wind, combined with a technical fault we were delayed by 3 hours. Communication was terrible during this time and during bad turbulence.";NEGATIVE
american-airlines;2018-01-06;" | Absolutely terrible. The airline chose to cancel my flight so they could reroute numerous people and squeeze in their 18 stand by passengers. By doing this they missed my connection flight (even with a 3 hr layover). Upon arrival they scheduled me for a 6pm flight. At 5.45 American Airlines over-rode the airports authority and cancelled our flight, because they wanted more passengers from yet another rerouted plane catching my connection, except after making us wait an extra hour for them to make yet more money, the impending airport had a slight emergency. Had American thought of their passenger who booked months in advance, instead of stand-bys I would have made my trip in the scheduled 4hrs, instead of 18. They refused to re-fund any money. They are a monstrosity of an airline. Every other company made their flights to the same airports on schedule without delay. They claimed inflight wifi, none. It connected but didn't work. They are utterly useless.";NEGATIVE
american-airlines;2018-01-06; |  New Orleans to Philadelphia. I fly American Airlines as much as possible due to convenience. I recently purchased a ticket the night before for $500 and the next day the ticket was $57. This was a family emergency but they refused to refund or help with this ridiculous cost. It suppose to be $200 to change your flight. Not sticking to their own policy apparently.  I'll be avoiding them at all costs moving forward.;NEGATIVE
american-airlines;2018-01-06;" | I bought my daughter and grandson a ticket to come and see me in Chattanooga. Their flight back (today) was supposed to leave at 5.45pm, it's 7.15pm right now and they are still sitting on the plane because it won't start! She has a 5 month old with her, and no information is being given to the passengers. I've flown this airline myself in December. I can honestly say that I would never book with American Airlines again. I will start flying with Delta again. They are telling my daughter that she probably has to rebook her connecting flight, this airline continues to disappoint.";NEGATIVE
american-airlines;2018-01-06;" |  Buffalo to Jacksonville via Charlotte. An hour of gate delays after boarding made for a very tight connecting flight with no assistance, which isn't required but would be appreciated. The real gripe is the ticket takers were notified that carry on space was reached and despite major concerns that $75,000 worth of camera equipment was not something to risk lightly. I was given no choice in the matter - and getting on the flight to find five bins and room for a dozen bags remained. Flight attendants claimed it was too late to get a bag seven feet from where we were standing because it was across the threshold. This a broken process handled by bitter agents.";NEGATIVE
american-airlines;2018-01-03;" |  My husband and I came from Detroit airport and we spent almost 10 days in New York. We didn't have any problems coming to New York but today we arrived at La Guardia airport very early and we went to the main line to try to get an early flight back home. The woman was extremely rude. My husband asked for an early flight and she pretended not to hear him and started doing our check-in for the regular flight. He asked her again if she was doing a check-in for the earliest flight and she answered him rudely with a ironic smile saying that we had to pay more for that flight. Even before she told us the price for the flight change, she finished checking us in when, my husband asked her how much was the fare if we wanted to get the earlier flight and again she gave us the ironic face telling us the price while handing us the tickets. I believe that every person that works a job when they need to be in contact with others, they must learn how to be polite and be respectful to whoever they are dealing with.";NEGATIVE
american-airlines;2018-01-03;" | Detroit to Miami. Terrible, terrible experience. The airline was delayed for 3 hours which would have been okay, if it wasn't for the rest of the ride. Some of the inflight entertainment monitors were broken, mine included. No wifi was available at all. It was easily 100 degrees with the air conditioning. The descent gave me airsickness for the first time in my life and it was the worst landing I've felt yet. Then we waited 20 minutes sweltering, waiting to taxi to the gate. Finally I emerge and our bags are not there because of the ""volume of luggage"" on the flight. So we have to wait. The service was polite but the whole staff clearly didn't care about the passengers experience, opinion, nor did they give us anything to compensate for the misery. Don't fly American, I never will again";NEGATIVE
american-airlines;2018-01-03; |  San Antonio to Dallas. I was charged a seat change fee of 30.50 when there was nothing saying that there would be an upcharge. I called to see how to fix this and the lady was very rude. She put me on hold for at least 2 minutes after getting frustrated with me because she didn't understand how to spell my name. Overall I'm extremely disappointed in the whole trip and experience.;NEGATIVE
american-airlines;2018-01-02;" |  New York to El Paso via Dallas Ft Worth. Canceled and delayed, not because of weather, because throughout a 2 day process they were not able to coordinate a pilot and crew together at the same time even though they sold us tickets to an on-time flight. This company should be ashamed of his negligence to their ability to function as a serious business.";NEGATIVE
american-airlines;2018-01-02;" |  Dallas Ft Worth to San Jose. Our flight was delayed a minimum of three hours not due to weather, but to the lack of the number of flight attendants. Unfortunate that the top can only fill two for flight attendants whenever within the first two hours after the flight was originally scheduled. After three hours, only three of the four attendants were present.";NEGATIVE
american-airlines;2018-01-02;" | My first flight was delayed due to weather. Understandably, it's winter. I expressed my concern that because of the one hour delay I would not be able to make my connection flight and immediately sought out an attendant. The attendant understood, and reserved a backup flight in case the our original second flight took off before we landed. Once we landed we discovered that before we even were taxied to the gate our backup was cancelled and our connecting flight was in the air. On a call to customer relations they couldn't do anything for us until tomorrow. Leaving us in Dallas. We talked back and forth until they said they could set us up on a backup flight to a town 70 miles away from our ending destination. Who knows how this will end up. I've always flown Delta and have never had a problem. Will never use American Airlines again.";NEGATIVE
american-airlines;2018-01-01;" |  Dallas to New York via Chicago and the flight was horrible. DFW-ORD was amazing but as soon as we landed, we were told of a delay because our gate was occupied and I only had a 45 mins layover. We rushed to our gate and thankfully they had delayed it. We finally boarded after a 2 hour delay and as soon as we sat down, the captain said that there was a hydraulic fluid leak and we had to deplane and board another aircraft. When we landed in NY we waited for an hour for bags and then we find out that the bags were at the wrong Carousel. We were traveling on Christmas Eve and our flight was supposed to arrive at 10:30pm but we reached at 1:00am Christmas Day. This was the Nightmare before Christmas!";NEGATIVE
american-airlines;2017-12-31; |  Tampa to Springfield via Dallas. Terrible airline. I left Springfield on 12/30 and arrived at airport at 2.10 pm for my 3.20 pm flight to Dallas connecting to a flight to Tampa. Plane delayed 3 hours and 15 minutes in Springfield. Finally a rescue plane came from Chicago and flew us to Dallas. I missed my connecting flight and there were no flights until 12/31. No agent to assist with meals or accommodations at Dallas. I was confirmed on 7.15 am flight which was cancelled. Now waiting to see if the 9am flight will actually leave. Once AA sent me a confirmation for the next morning flight I attempted to book a seat and was charged $40.66 for a total of 7 attempts. Got an exit row seat for $48 and change. Had already upgraded on my missed flight on 12/30. Spent the night at hotel and paid my own meals. I will hope to never travel on American again and I definitely don’t recommend this airline. I called customer service and they would not help with accommodations they offered a travel co for a discount. Lousy service.;NEGATIVE
american-airlines;2017-12-31;" |  Dallas Ft Worth to Miami in January 2017. Staffed premium counter in DFW for check-in was fast and friendly. Priority for TSA was issued, but TSA chose to close down the priority line, so back to the general line. However, the wait was not too bad. Used AAdmirals Club lounge which was a modern and comfortable facility with a nice apron view. Received a voucher for one free ""premium drink"". Food choices were rather poor (soup, cookies, vegetables and dips and cheese cubes) and all drinks were served at the manned bar, (tips expected) except tap water, coffee and tea. Most alcoholic drinks are charged at steep airport prices.  On board, pre-flight drinks were offered. Seats were very good (the same or very similar to CX) in an herringbone 1-2-1 configuration. IFE was AVOD and screen size and quality very good. Content was large and varied. Headphones were provided. WIFI was available, but too slow to be useful. A chicken couscous salad (or cheese ravioli) was served for dinner, which was very bland and bordering tasteless. Service by cabin crew was good and attentive. Overall, in my opinion AA delivers a much better experience than UA or DL. However, inflight catering is the weak point. Flight was on time. Overall again a pleasant experience for a U.S. domestic flight..";POSITIVE
american-airlines;2017-12-31;" |  January 2017, Las Vegas to Corpus Christi via Dallas Ft Worth, to Dallas in economy (main cabin extra) on A321 and from Dallas in first (upgrade) on an MD80. Used check in kiosk in LAS. everything is self-service, except weighing the luggage. No lines and fast. In difference to my previous flight with UA a manned premium check in counter was offered as well. TSA in LAS relaxed and fast with basically no lines. LAS seems to be a well run and modern airport. Boarding as indicated and efficient. First segment to DFW was on a modern A321 with back seat screens and headphones for sale (5 USD). As usual for domestic flights in the U.S. drink service only, and some basic food choices plus alcoholic drinks for sale (overpriced and no cash accepted, so irrelevant). Flight packed, seats comfortable for Y and leg room good for Y due to main cabin extra. FA’s were professional, but nothing more. Departure almost on time and early arrival into DFW. All good for a domestic flight. a decent experience. DFW is an efficient airport to transit through and I incurred no problems. DFW-CRP on an old MD80. probably the very last time on this type of plane, as there are not many more in service. Kind of a nostalgic experience, as the DC9 was the first plane i was on as a child. Thanks to an upgrade in F a comfortable flight. old style recliner seats, which I find more comfortable than the newer models. The purser on this flight was exceptionally friendly, attentive and chatty. Drink service only, which is ok for a late evening one hour flight. This flight showed that AA can be a good experience, especially if you get one of the original AA crews. Luggage took longer than expected and my priority luggage came out almost last. So much better than my flight with UA.";POSITIVE
american-airlines;2017-12-31; |  Montreal to Miami. First of all they charge to check in your luggage and whats even more ridiculous is that they charge extra if your suitcase is over 50 pounds. I paid to check in my suitcase who cares about  weight.  Once I got to my gate they said the overhead was full so I had to check in my carry on. I wasn't too happy. They promised me the overhead was full and there was no way around it. I finally caved and complained so they didn't charge me. So I basically would have paid to check in my first suitcase for nothing. When I got in the airplane at my seat I noticed they completely lied to me and the overheads were practically empty. The seats have cheap covers on them I'm not impressed!!;NEGATIVE
american-airlines;2017-12-30;" | I flew from Washington to Phoenix via Dallas in first class just after Christmas. After reading some of these reviews I was not expecting much, but I thought everything was fine. Even though the MD-80 is an older aircraft, the seats were still comfortable. The flight left on time and the flight attendants were very nice. They allow you to pre-order your meal online with at least 24 hours advance notice. I ordered the lasagna, which came with a salad and warm rolls from a breadbasket. Warm cookies were served afterwards. Then on the Dallas to Phoenix flight we were given a snack. I chose the hummus with crackers. Again, the flight attendants were very nice. Perhaps others have had other experiences, but I honestly can't fault them for anything and I would fly them again on first class.";POSITIVE
american-airlines;2017-12-29;" |  Detroit to Nashville via Philadelphia. This is the second time in one week that I have had an issue with this airline. Not only do they think it’s ok for a plane to arrive later than scheduled when it says “on time”, they don’t care that they are ruining people’s schedules. I asked for at least a courtesy voucher and they said no, because they don’t feel it’s their fault. Well if you sit on an American Airlines plane for over an hour and you are in your destination City, whose fault is it? These flights costs to much for inconsistencies. The attitudes of the gate attendants are rude and they think they could speak to you any kind of way. This airline needs better manners, better schedules, better prices, and no more inconsistencies.";NEGATIVE
american-airlines;2017-12-29;" |  Los Angeles to Philadelphia. For over $500 roundtrip, you'd think you'd have in-flight entertainment, or a charging station, or the option to buy a meal, or the ability to cross your legs without banging the seat in front of you - but, no. None of the above was part of this horrendously uncomfortable experience. I'm finished with American. Sadly, I have to return on an American flight, but never again will I purchase tickets from this airline. I wonder if the CEO would enjoy the experience I just had of flying on an ancient, pre-modern era plane with no food (except disgusting snacks), no entertainment, no ability to charge a device so you can have enjoy own entertainment, and no leg-room.";NEGATIVE
american-airlines;2017-12-28;" |  Dallas Ft Worth to Abilene. American Airlines out of Abilene is inefficient, and annoying! The delays from Abilene to DFW  are frequent. Often I miss connecting flights because of these delays. The latest connector flight I missed was to go home for Christmas. Driving is a great and at times better option.";NEGATIVE
american-airlines;2017-12-28;" |  Los Angeles to Dallas Ft Worth. I paid for First Class and was treated worse than coach by the flight attendant. I initially asked for a cocktail and was told that I had to wait until she began serving drinks. No problem. When she finally did come to my seat she took my order very begrudgingly making faces as if she really want to starve me. After which, she served meals. I’m pescatarian, so I couldn’t eat any of the selections. I solicited her attention and asked if there were any Vegan meals, to which she angrily responded “NO”. On our descent, I really had to use the bathroom. She loudly stated that I needed to be seated because we were landing so I complied and returned to my seat. I calmly waited until the plane had taxied and the seatbelt light went off. The attendant rushed forward and said I had to sit down as I was closing the bathroom door. She continued to yell outside of the toilet. I don’t feel that American Airlines should continue to employ  employees who have their own agendas.";NEGATIVE
american-airlines;2017-12-27;" | The airplane on this route for a 9 hours flight lacked personal inflight entertainment and only had “shared” TV. It also lacked USB ports for charging phones. Only a few seats had chargers but they required an AC adptor like the ones that are inserted in a car cigarette lighter. The airline advertised free WiFi with online entertainment available on personal phones, but it didn’t work. The inability to charge phones would have also diminished its value regardless. The rows of seats were not evenly spaced. Ours was particularly narrow making it difficult to even place or remove the carry on luggage under the seat. It was a very boring, uncomfortable flight. I usually don’t fly this Airline due to its poor reputation. I purchased the ticket with British Airways not realizing the flight was operated by American Airlines. I had also requested a special meal which wasn’t honored. I was hoping they would prove my perception of them wrong, but they did not. On a positive note, the on board personnel was pleasant and helpful.";NEGATIVE
american-airlines;2017-12-26; | Jacksonville to Charlotte. Poor service both ways. Why use mobile ticket when one has to go back to counter after waiting cause there is issue with ticket? What is the purpose of pre check if line not open? Flight attendants subpar. Multiple flight delays on way to this destination with aa personnel ever changing excuses. Uninformed reps in airport telling clients the can stay in airport then being run off by security telling us we have to leave terminal. Supposed to be best airline of 2017 but definitely not. Worst than Spirit and United combined.;NEGATIVE
american-airlines;2017-12-26;" |  Indianapolis to Phoenix. Service was fine, the pilot made the softest landing in all my years of flying. The trip to the gate, even though direct, was easy. I was expecting this horrible experience, like I get with United, but it wasn't. It was a normal typical flight. For me that's all I can ask for. There was a delay but they are working all days of the year to get me where I want to go. So this was awesome, thank you for getting me here safely, I look forward to my trip back.";POSITIVE
american-airlines;2017-12-26;" |  I booked a flight from Houston to Toronto with a layover in Chicago. My flight from Chicago to Toronto was supposed to leave at 3 p.m. We were supposed to start boarding at 2:30 p.m. My flight into Chicago landed at 2:10 p.m. after which I ran to get to my gate. I arrived there at 2:25 p.m. and waited for them to start boarding. At around 2:35 p.m. the agent at the counter said that they were waiting on a crew member to start boarding, that she was flying in to gate L10, and would come right over (we were at gate L8). After about 10-15 minutes we got another update that the crew member had landed and was on her way over. At around 3:10 p.m. we started boarding and was on the plane waiting to leave by 3:30 p.m. The pilot announced that there would be a bit of delay because there was a plane in front of us. So we waited. After about 20 minutes, he announced that the storm that they were trying to avoid had hit Toronto so we couldn't leave. We were going to turn back and deplane, that the delay would be about 4 hours. Then when we deplaned, they cancelled the flight. I called the rebooking number to book another flight and they put me on the 11:52 a.m. flight the next morning. Tried to get a hotel voucher and the agent says to me that in the system, the reason for the booking was as a result of weather, so no vouchers were being offered. I countered that had we not waited on that crew member and left at 3 p.m. as originally scheduled, we would've missed the storm. He said that in the system it says weather and there's nothing he could do.";NEGATIVE
